dat_iniciosemana;dat_fimsemana;ano_referencia;mes_referencia;num_revisao;nom_semanaoperativa;cod_usinaplanejamento;id_subsistema;nom_subsistema;nom_usina;val_cvu
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;60;SE;Sudeste/Centro-Oeste;NORTEFLU;966.92
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;251;SE;Sudeste/Centro-Oeste;POVOACAO I;986.05
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;49;SE;Sudeste/Centro-Oeste;VIANA;990.61
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;90;SE;Sudeste/Centro-Oeste;M.LAGO;1066.66
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;253;SE;Sudeste/Centro-Oeste;VIANA I;1124.32
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;62;SE;Sudeste/Centro-Oeste;SEROPEDICA;1136.9
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;54;SE;Sudeste/Centro-Oeste;JUIZ DE FO;1146.82
2026-02-14;2026-02-20;2026;2;2;PMO Fevereiro 2026 - Revisão 2;110;SE;Sudeste/Centro-Oeste;FGASPARIAN;1379.23
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;212;N;Norte;MARANHAO3;116.1
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;207;N;Norte;PONTA NEGR;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;209;N;Norte;TAMBAQUI;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;204;N;Norte;JARAQUI;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;203;N;Norte;C. ROCHA;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;201;N;Norte;APARECIDA;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;140;N;Norte;UTE MAUA 3;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;205;N;Norte;MANAUARA;213.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;239;N;Norte;PARNAIBA_V;226.34
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;326;N;Norte;JAGUATI II;289.25
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;46;N;Norte;N.VENECIA2;308.35
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;176;N;Norte;P. ITAQUI;310.78
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;21;N;Norte;MARANHAO V;446.77
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;36;N;Norte;MARANHAOIV;446.77
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;330;N;Norte;SANTA LUZ;555.69
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;329;N;Norte;PAU RAINHA;555.69
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;324;N;Norte;CANTA;555.69
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;323;N;Norte;BONFIM;555.69
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;116;N;Norte;PARNAIB_IV;788.17
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;322;N;Norte;BBF BALIZA;876.44
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;73;N;Norte;GERAMAR1;913.46
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;70;N;Norte;GERAMAR2;913.46
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;327;N;Norte;M.C.SUCUBA;1738.08
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;328;N;Norte;PALMAPLAN;1864.46
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;57;NE;Nordeste;MARACANAU;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;144;NE;Nordeste;PETROLINA;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;106;NE;Nordeste;ERB CANDEI;118.93
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;147;NE;Nordeste;PROSPERIDA;224.31
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;223;NE;Nordeste;PROSP_III;228.55
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;241;NE;Nordeste;PROSP_II;280.49
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;167;NE;Nordeste;P.PECEM1;308.16
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;224;NE;Nordeste;PSERGIPE I;311.29
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;163;NE;Nordeste;P.PECEM2;318.91
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;83;NE;Nordeste;JS_PEREIRA;450.86
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;98;NE;Nordeste;PERNAMBU_3;753.06
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;96;NE;Nordeste;TERMOPE;826.55
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;170;NE;Nordeste;SUAPE II;890.08
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;43;NE;Nordeste;C.FURTADO;1024.43
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;55;NE;Nordeste;GLOBAL II;1120.77
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;53;NE;Nordeste;GLOBAL I;1120.77
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;152;NE;Nordeste;TERMOCABO;1495.67
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;69;NE;Nordeste;TERMOPB;1831.39
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;67;NE;Nordeste;TERMONE;1831.39
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;161;NE;Nordeste;POTIGUAR_3;1841.86
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;151;NE;Nordeste;POTIGUAR;1841.86
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;52;NE;Nordeste;CAMPINA_GR;2076.29
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;58;NE;Nordeste;TERMOCEARA;2244.4
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;235;NE;Nordeste;C.MURICY 2;2301.01
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;162;NE;Nordeste;PECEM 2;2324.95
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;254;S;Sul;B.BONITA I;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;107;S;Sul;PAMPA SUL;105.94
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;149;S;Sul;SAO SEPE;118.84
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;24;S;Sul;J.LACER. C;347.2
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;25;S;Sul;J.LACER. B;406.71
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;27;S;Sul;J.LAC. A2;416.39
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;26;S;Sul;J.LAC. A1;518.9
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;156;S;Sul;CANDIOTA_3;519.16
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;48;S;Sul;ARAUCARIA;900.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;35;S;Sul;URUGUAIANA;1268.92
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;64;S;Sul;S.TIARAJU;1374.17
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;108;SE;Sudeste/Centro-Oeste;XAVANTES;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;153;SE;Sudeste/Centro-Oeste;DAIA;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;182;SE;Sudeste/Centro-Oeste;PALMEIR_GO;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;194;SE;Sudeste/Centro-Oeste;TNORTE 2;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;434;SE;Sudeste/Centro-Oeste;W.ARJONA O;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;383;SE;Sudeste/Centro-Oeste;ATLANTICO;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;248;SE;Sudeste/Centro-Oeste;MPPAULINIA;0.0
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;13;SE;Sudeste/Centro-Oeste;ANGRA 2;20.12
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;1;SE;Sudeste/Centro-Oeste;ANGRA 1;31.17
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;236;SE;Sudeste/Centro-Oeste;M.AZUL;133.71
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;229;SE;Sudeste/Centro-Oeste;O.PINTADA;152.33
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;146;SE;Sudeste/Centro-Oeste;UTE STA VI;164.56
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;4;SE;Sudeste/Centro-Oeste;ST.CRUZ 34;310.41
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;97;SE;Sudeste/Centro-Oeste;CUBATAO;356.45
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;238;SE;Sudeste/Centro-Oeste;UTE GNA II;464.08
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;211;SE;Sudeste/Centro-Oeste;BAIXADA FL;482.92
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;86;SE;Sudeste/Centro-Oeste;SANTA CRUZ;488.96
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;245;SE;Sudeste/Centro-Oeste;KARKEY 013;730.8
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;246;SE;Sudeste/Centro-Oeste;KARKEY 019;730.8
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;68;SE;Sudeste/Centro-Oeste;TRES LAGOA;825.23
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;12;SE;Sudeste/Centro-Oeste;CUIABA CC;859.98
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;249;SE;Sudeste/Centro-Oeste;PORSUD I;862.73
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;250;SE;Sudeste/Centro-Oeste;PORSUD II;864.22
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;334;SE;Sudeste/Centro-Oeste;W.ARJONA;874.61
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;63;SE;Sudeste/Centro-Oeste;AUR.CHAVES;874.88
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;47;SE;Sudeste/Centro-Oeste;TERMORIO;876.22
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;941.79
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;941.79
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;137;SE;Sudeste/Centro-Oeste;UTE GNA I;956.16
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;60;SE;Sudeste/Centro-Oeste;NORTEFLU;966.92
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;251;SE;Sudeste/Centro-Oeste;POVOACAO I;986.05
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;49;SE;Sudeste/Centro-Oeste;VIANA;990.61
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;90;SE;Sudeste/Centro-Oeste;M.LAGO;1066.66
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;253;SE;Sudeste/Centro-Oeste;VIANA I;1124.32
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;62;SE;Sudeste/Centro-Oeste;SEROPEDICA;1136.9
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;54;SE;Sudeste/Centro-Oeste;JUIZ DE FO;1146.82
2026-02-21;2026-02-27;2026;2;3;PMO Fevereiro 2026 - Revisão 3;110;SE;Sudeste/Centro-Oeste;FGASPARIAN;1379.23
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;212;N;Norte;MARANHAO3;116.1
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;203;N;Norte;C. ROCHA;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;207;N;Norte;PONTA NEGR;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;140;N;Norte;UTE MAUA 3;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;201;N;Norte;APARECIDA;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;204;N;Norte;JARAQUI;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;209;N;Norte;TAMBAQUI;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;205;N;Norte;MANAUARA;213.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;239;N;Norte;PARNAIBA_V;226.34
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;326;N;Norte;JAGUATI II;289.25
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;46;N;Norte;N.VENECIA2;308.35
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;176;N;Norte;P. ITAQUI;310.78
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;36;N;Norte;MARANHAOIV;446.77
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;21;N;Norte;MARANHAO V;446.77
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;330;N;Norte;SANTA LUZ;555.69
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;329;N;Norte;PAU RAINHA;555.69
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;324;N;Norte;CANTA;555.69
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;323;N;Norte;BONFIM;555.69
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;116;N;Norte;PARNAIB_IV;788.17
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;322;N;Norte;BBF BALIZA;876.44
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;70;N;Norte;GERAMAR2;913.46
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;73;N;Norte;GERAMAR1;913.46
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;327;N;Norte;M.C.SUCUBA;1679.44
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;328;N;Norte;PALMAPLAN;1773.63
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;57;NE;Nordeste;MARACANAU;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;144;NE;Nordeste;PETROLINA;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;106;NE;Nordeste;ERB CANDEI;118.93
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;147;NE;Nordeste;PROSPERIDA;224.31
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;223;NE;Nordeste;PROSP_III;228.55
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;241;NE;Nordeste;PROSP_II;280.49
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;167;NE;Nordeste;P.PECEM1;308.16
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;224;NE;Nordeste;PSERGIPE I;311.29
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;163;NE;Nordeste;P.PECEM2;318.91
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;83;NE;Nordeste;JS_PEREIRA;450.86
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;98;NE;Nordeste;PERNAMBU_3;753.06
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;96;NE;Nordeste;TERMOPE;826.55
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;170;NE;Nordeste;SUAPE II;890.08
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;43;NE;Nordeste;C.FURTADO;1024.43
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;55;NE;Nordeste;GLOBAL II;1120.77
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;53;NE;Nordeste;GLOBAL I;1120.77
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;152;NE;Nordeste;TERMOCABO;1495.67
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;67;NE;Nordeste;TERMONE;1831.39
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;69;NE;Nordeste;TERMOPB;1831.39
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;151;NE;Nordeste;POTIGUAR;1841.86
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;161;NE;Nordeste;POTIGUAR_3;1841.86
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;52;NE;Nordeste;CAMPINA_GR;2076.29
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;58;NE;Nordeste;TERMOCEARA;2244.4
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;235;NE;Nordeste;C.MURICY 2;2301.01
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;162;NE;Nordeste;PECEM 2;2324.95
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;254;S;Sul;B.BONITA I;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;107;S;Sul;PAMPA SUL;105.94
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;149;S;Sul;SAO SEPE;118.84
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;24;S;Sul;J.LACER. C;347.2
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;25;S;Sul;J.LACER. B;406.71
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;27;S;Sul;J.LAC. A2;416.39
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;26;S;Sul;J.LAC. A1;518.9
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;156;S;Sul;CANDIOTA_3;519.16
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;48;S;Sul;ARAUCARIA;900.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;35;S;Sul;URUGUAIANA;1268.92
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;64;S;Sul;S.TIARAJU;1374.17
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;383;SE;Sudeste/Centro-Oeste;ATLANTICO;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;248;SE;Sudeste/Centro-Oeste;MPPAULINIA;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;153;SE;Sudeste/Centro-Oeste;DAIA;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;194;SE;Sudeste/Centro-Oeste;TNORTE 2;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;108;SE;Sudeste/Centro-Oeste;XAVANTES;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;434;SE;Sudeste/Centro-Oeste;W.ARJONA O;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;182;SE;Sudeste/Centro-Oeste;PALMEIR_GO;0.0
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;13;SE;Sudeste/Centro-Oeste;ANGRA 2;20.12
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;1;SE;Sudeste/Centro-Oeste;ANGRA 1;31.17
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;236;SE;Sudeste/Centro-Oeste;M.AZUL;133.71
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;229;SE;Sudeste/Centro-Oeste;O.PINTADA;152.33
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;146;SE;Sudeste/Centro-Oeste;UTE STA VI;164.56
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;4;SE;Sudeste/Centro-Oeste;ST.CRUZ 34;310.41
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;97;SE;Sudeste/Centro-Oeste;CUBATAO;356.45
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;238;SE;Sudeste/Centro-Oeste;UTE GNA II;464.08
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;211;SE;Sudeste/Centro-Oeste;BAIXADA FL;482.92
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;86;SE;Sudeste/Centro-Oeste;SANTA CRUZ;488.96
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;245;SE;Sudeste/Centro-Oeste;KARKEY 013;730.8
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;246;SE;Sudeste/Centro-Oeste;KARKEY 019;730.8
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;68;SE;Sudeste/Centro-Oeste;TRES LAGOA;825.23
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;12;SE;Sudeste/Centro-Oeste;CUIABA CC;859.98
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;249;SE;Sudeste/Centro-Oeste;PORSUD I;862.73
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;250;SE;Sudeste/Centro-Oeste;PORSUD II;864.22
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;334;SE;Sudeste/Centro-Oeste;W.ARJONA;874.61
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;63;SE;Sudeste/Centro-Oeste;AUR.CHAVES;874.88
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;47;SE;Sudeste/Centro-Oeste;TERMORIO;876.22
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;941.79
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;941.79
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;137;SE;Sudeste/Centro-Oeste;UTE GNA I;956.16
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;60;SE;Sudeste/Centro-Oeste;NORTEFLU;975.58
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;251;SE;Sudeste/Centro-Oeste;POVOACAO I;986.05
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;49;SE;Sudeste/Centro-Oeste;VIANA;990.61
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;90;SE;Sudeste/Centro-Oeste;M.LAGO;1066.66
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;253;SE;Sudeste/Centro-Oeste;VIANA I;1124.32
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;62;SE;Sudeste/Centro-Oeste;SEROPEDICA;1136.9
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;54;SE;Sudeste/Centro-Oeste;JUIZ DE FO;1146.82
2026-02-28;2026-03-06;2026;3;0;PMO Março 2026;110;SE;Sudeste/Centro-Oeste;FGASPARIAN;1379.23
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;207;N;Norte;PONTA NEGR;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;209;N;Norte;TAMBAQUI;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;201;N;Norte;APARECIDA;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;204;N;Norte;JARAQUI;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;203;N;Norte;C. ROCHA;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;140;N;Norte;UTE MAUA 3;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;205;N;Norte;MANAUARA;103.36
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;212;N;Norte;MARANHAO3;116.1
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;21;N;Norte;MARANHAO V;185.45
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;36;N;Norte;MARANHAOIV;185.45
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;239;N;Norte;PARNAIBA_V;220.51
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;326;N;Norte;JAGUATI II;289.25
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;46;N;Norte;N.VENECIA2;308.35
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;176;N;Norte;P. ITAQUI;322.97
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;329;N;Norte;PAU RAINHA;555.69
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;323;N;Norte;BONFIM;555.69
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;324;N;Norte;CANTA;555.69
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;330;N;Norte;SANTA LUZ;555.69
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;116;N;Norte;PARNAIB_IV;780.4
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;322;N;Norte;BBF BALIZA;876.44
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;70;N;Norte;GERAMAR2;943.82
2026-03-07;2026-03-13;2026;3;1;PMO Março 2026 - Revisão 1;73;N;Norte;GERAMAR1;943.82
